Ticker,Name,Sector,Cap,NameCln
PKE,Park Aerospace Corp,Industrials,290.0,Park Aerospace
MG,Mistras Group Inc,Industrials,271.0,Mistras Group
EVI,EVI Industries Inc,Industrials,265.0,EVI Industries
AVD,American Vanguard Corp.,Basic Materials,254.0,American Vanguard
USX,U.S. Xpress Enterprises Inc,Industrials,251.0,US Xpress Enterprises
PAYS,PaySign Inc,Industrials,249.0,PaySign
RLGT,"Radiant Logistics, Inc.",Industrials,246.0,Radiant Logistics
PFMT,Performant Financial Corp,Industrials,242.0,Performant Financial
GENC,"Gencor Industries, Inc.",Industrials,239.0,Gencor Industries
TREC,Trecora Resources,Basic Materials,232.0,Trecora Resources
TPIC,TPI Composites Inc,Industrials,229.0,TPI Composites
AAN,Aarons Company Inc (The),Industrials,217.0,Aarons
FF,Futurefuel Corp,Basic Materials,201.0,Futurefuel
ULBI,Ultralife Corp,Industrials,199.0,Ultralife
TWIN,Twin Disc Incorporated,Industrials,195.0,Twin Disc
HIL,Hill International Inc,Industrials,194.0,Hill International
TG,Tredegar Corp.,Basic Materials,193.0,Tredegar
QUAD,Quad/Graphics Inc,Industrials,190.0,Quad/Graphics
QRHC,Quest Resource Holding Corp,Industrials,186.0,Quest Resource
CMT,Core Molding Technologies,Basic Materials,183.0,Core Molding Technologies
SRT,"Startek, Inc.",Industrials,178.0,Startek
EML,Eastern Co.,Industrials,171.0,Eastern
NTIC,Northern Technologies International Corp.,Basic Materials,170.0,Northern Technologies International
GEVO,Gevo Inc,Basic Materials,166.0,Gevo
TAYD,Taylor Devices Inc.,Industrials,161.0,Taylor Devices
NNBR,NN Inc,Industrials,161.0,NN
DLHC,DLH Holdings Corp,Industrials,157.0,DLH
RCMT,"RCM Technologies, Inc.",Industrials,156.0,RCM Technologies
PESI,"Perma-Fix Environmental Services, Inc.",Industrials,143.0,Perma-Fix Environmental Services
SYNL,Synalloy Corp.,Basic Materials,136.0,Synalloy
MNTX,Manitex International Inc,Industrials,130.0,Manitex International
TSE,Trinseo PLC,Basic Materials,125.0,Trinseo
FRD,"Friedman Industries, Inc.",Basic Materials,124.0,Friedman Industries
LOOP,Loop Industries Inc,Basic Materials,121.0,Loop Industries
ADES,,Industrials,120.0,nan
ARC,ARC Document Solutions Inc,Industrials,118.0,ARC Document Solutions
HURC,"Hurco Companies, Inc.",Industrials,117.0,Hurco
SCX,L.S. Starrett Co.,Industrials,113.0,LS Starrett
ISSC,Innovative Solutions And Support Inc,Industrials,110.0,Innovative Solutions And Support
BW,Babcock & Wilcox Enterprises Inc,Industrials,106.0,Babcock & Wilcox Enterprises
DHX,DHI Group Inc,Industrials,106.0,DHI Group
IVAC,"Intevac, Inc.",Industrials,104.0,Intevac
BWEN,Broadwind Inc,Industrials,96.0,Broadwind
OMEX,"Odyssey Marine Exploration, Inc.",Industrials,95.0,Odyssey Marine Exploration
MHH,Mastech Digital Inc,Industrials,93.0,Mastech Digital
GLT,Glatfelter Corporation,Basic Materials,76.0,Glatfelter
CODA,Coda Octopus Group Inc.,Industrials,74.0,Coda Octopus Group
PPIH,Perma-Pipe International Holdings Inc,Industrials,73.0,Perma-Pipe International
XPL,Solitario Resources Corp,Basic Materials,73.0,Solitario Resources
BGSF,BGSF Inc,Industrials,73.0,BGSF
STCN,Steel Connect Inc,Industrials,72.0,Steel Connect
ALJJ,Alj Regional Holdings Inc,Industrials,70.0,Alj Regional
RAIL,FreightCar America Inc,Industrials,69.0,FreightCar America
SGRP,"Spar Group, Inc.",Industrials,63.0,Spar Group
APT,Alpha Pro Tech Ltd.,Industrials,60.0,Alpha Pro Tech
IPWR,Ideal Power Inc,Industrials,59.0,Ideal Power
ESP,Espey Manufacturing & Electronics Corp.,Industrials,58.0,Espey Manufacturing & Electronics
GORO,Gold Resource Corp,Basic Materials,46.0,Gold Resource
MESA,Mesa Air Group Inc.,Industrials,46.0,Mesa Air Group
AQMS,Aqua Metals Inc,Industrials,46.0,Aqua Metals
HSON,Hudson Global Inc,Industrials,45.0,Hudson Global
RRTS,Roadrunner Transportation Systems Inc,Industrials,42.0,Roadrunner Transportation Systems
PPSI,Pioneer Power Solutions Inc,Industrials,41.0,Pioneer Power Solutions
AIRT,Air T Inc,Industrials,41.0,Air T
LTBR,Lightbridge Corp,Industrials,40.0,Lightbridge
JOB,GEE Group Inc,Industrials,39.0,GEE Group
CLIR,ClearSign Technologies Corp,Industrials,38.0,ClearSign Technologies
UAMY,United States Antimony Corp.,Basic Materials,36.0,United States Antimony
FTEK,Fuel Tech Inc,Industrials,36.0,Fuel Tech
TISI,"Team, Inc.",Industrials,35.0,Team Inc
RFIL,RF Industries Ltd.,Industrials,34.0,RF Industries
PZG,Paramount Gold Nevada Corp,Basic Materials,33.0,Paramount Gold Nevada
CVV,CVD Equipment Corp.,Industrials,31.0,CVD Equipment
OESX,Orion Energy Systems Inc,Industrials,31.0,Orion Energy Systems
SVT,"Servotronics, Inc.",Industrials,30.0,Servotronics
CVU,CPI Aerostructures Inc,Industrials,30.0,CPI Aerostructures
AP,Ampco-Pittsburgh Corp.,Industrials,28.0,Ampco-Pittsburgh
WWR,Westwater Resources Inc,Basic Materials,27.0,Westwater Resources
WHLM,Wilhelmina International Inc,Industrials,27.0,Wilhelmina International
NXTD,Nxt-ID Inc,Industrials,22.0,Nxt-ID
SIF,SIFCO Industries Inc.,Industrials,20.0,SIFCO Industries
